instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,prediction
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,3927.49
529,2012-06-12,2,1,6,0,2,1,2,0.6533329999999999,0.597875,0.833333,0.21454600000000001,477,4495,4972,4014.83
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,4053.55
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,4037.5
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,3999.52
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2963,4739,7702,4354.21
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2634,4344,6978,3848.52
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,3438.82
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,3951.02
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.11381199999999998,872,5339,6211,3869.15
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.11878699999999999,778,5127,5905,3878.39
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,4034.59
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2657,4801,7458,4295.26
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551,4340,6891,4059.39
542,2012-06-25,3,1,6,0,1,1,1,0.7158329999999999,0.654042,0.504167,0.300383,1139,5640,6779,3972.4
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.37333299999999997,0.347642,1077,6365,7442,3989.6
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,4051.35
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,4021.19
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,4133.54
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,4181.85
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.16852899999999998,1421,4110,5531,3996.86
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,4082.86
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,4047.69
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2562,4841,7403,3910.57
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,4163.35
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,4114.93
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,4387.75
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,3929.42
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,3949.92
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.15173699999999998,954,5336,6290,3914.11
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.15173299999999998,975,6289,7264,3876.28
559,2012-07-12,3,1,7,0,4,1,1,0.7158329999999999,0.654683,0.529583,0.146775,1032,6414,7446,3883.36
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,4082.04
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355,4614,6969,4080.38
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,3944.41
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,3873.41
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,4027.37
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,3862.08
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,3864.53
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,3980.72
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,4072.7
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.09392080000000001,2544,4866,7410,3981.46
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,3879.59
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,4013.8
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,4043.25
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.5966670000000001,0.28481300000000004,1036,5825,6861,3937.71
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.15299200000000002,1259,5645,6904,3935.62
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,4185.24
576,2012-07-29,3,1,7,0,0,0,1,0.7216670000000001,0.667933,0.62375,0.170396,2153,4444,6597,3953.13
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,3883.09
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,3942.86
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,3883.78
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,3864.62
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,3958.89
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345,4479,6824,4339.14
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,3993.33
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,3854.48
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,3900.83
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,3851.45
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,3866.86
588,2012-08-10,3,1,8,0,5,1,2,0.7158329999999999,0.667942,0.7158329999999999,0.238813,1065,4721,5786,4023.89
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,4184.26
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,3931.52
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,3848.04
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,3952.64
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,3877.9
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,3960.58
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,2560.34
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2827,5038,7865,4234.65
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,3911.32
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.12997899999999998,1026,5504,6530,3897.22
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.07277080000000001,1081,5925,7006,3943.59
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,3884.41
601,2012-08-23,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.08459580000000001,1363,6402,7765,3860.06
602,2012-08-24,3,1,8,0,5,1,2,0.7025,0.6471,0.615,0.07214580000000001,1325,6257,7582,3882.31
603,2012-08-25,3,1,8,0,6,0,2,0.661667,0.618696,0.712917,0.244408,1829,4224,6053,4238.8
604,2012-08-26,3,1,8,0,0,0,2,0.6533329999999999,0.595996,0.845833,0.228858,1483,3772,5255,4079.03
605,2012-08-27,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989,5928,6917,3914.68
606,2012-08-28,3,1,8,0,2,1,1,0.728333,0.66605,0.62,0.190925,935,6105,7040,4006.17
607,2012-08-29,3,1,8,0,3,1,1,0.685,0.635733,0.552083,0.112562,1177,6520,7697,3864.32
608,2012-08-30,3,1,8,0,4,1,1,0.706667,0.652779,0.590417,0.0771167,1172,6541,7713,3860.36
609,2012-08-31,3,1,8,0,5,1,1,0.764167,0.6894,0.5875,0.168533,1433,5917,7350,3941.14
610,2012-09-01,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352,3788,6140,4094.83
611,2012-09-02,3,1,9,0,0,0,2,0.696667,0.649,0.815,0.06407080000000001,2613,3197,5810,4000.95
612,2012-09-03,3,1,9,1,1,0,1,0.7075,0.661629,0.790833,0.151121,1965,4069,6034,4010.11
613,2012-09-04,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867,5997,6864,4125.73
614,2012-09-05,3,1,9,0,3,1,1,0.736667,0.708983,0.74125,0.187808,832,6280,7112,3987.93
615,2012-09-06,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611,5592,6203,3863.92
616,2012-09-07,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045,6459,7504,3965.21
617,2012-09-08,3,1,9,0,6,0,2,0.6591670000000001,0.611121,0.799167,0.281104,1557,4419,5976,4152.41
618,2012-09-09,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570,5657,8227,3964.75
619,2012-09-10,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118,6407,7525,3774.02
620,2012-09-11,3,1,9,0,2,1,1,0.5775,0.554292,0.52,0.09205419999999999,1070,6697,7767,3651.99
621,2012-09-12,3,1,9,0,3,1,1,0.599167,0.570075,0.577083,0.131846,1050,6820,7870,3757.01
622,2012-09-13,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.08272080000000001,1054,6750,7804,3812.04
623,2012-09-14,3,1,9,0,5,1,1,0.633333,0.594083,0.6725,0.10386300000000001,1379,6630,8009,3948.26
624,2012-09-15,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,4546.29
625,2012-09-16,3,1,9,0,0,0,1,0.58,0.563125,0.57,0.09018330000000001,2166,5167,7333,3807.9
626,2012-09-17,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.15174200000000002,1022,5847,6869,3632.8
627,2012-09-18,3,1,9,0,2,1,2,0.623333,0.565067,0.8725,0.357587,371,3702,4073,3735.8
628,2012-09-19,3,1,9,0,3,1,1,0.5525,0.540404,0.536667,0.215175,788,6803,7591,3609.39
629,2012-09-20,3,1,9,0,4,1,1,0.546667,0.532192,0.618333,0.11816700000000001,939,6781,7720,3473.06
630,2012-09-21,3,1,9,0,5,1,1,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,3874.03
631,2012-09-22,3,1,9,0,6,0,1,0.65,0.610488,0.646667,0.283583,2512,5883,8395,4240.1
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.46708299999999997,0.22325799999999998,2454,5453,7907,3941.1
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,3708.91
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,3709.52
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.5966130000000001,0.630833,0.2444,787,6946,7733,4050.18
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.13434200000000002,751,6642,7393,3848.77
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,3864.42
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,4079.86
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,3546.16
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.09080419999999999,763,6015,6778,3373.19
641,2012-10-02,4,1,10,0,2,1,3,0.5908329999999999,0.542333,0.871667,0.104475,315,4324,4639,3652.75
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,3860.56
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,3825.42
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,3893.92
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,4050.89
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.14116199999999998,781,2729,3510,2587.7
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,2291.21
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,2884.87
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.18782100000000002,780,6911,7691,3543.07
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,3234.03
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,3278.89
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,2679.7
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.27861199999999997,2080,4559,6639,3386.32
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,3242.32
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,3348.92
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,3254.61
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.23693699999999998,1008,6501,7509,3475.93
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,3493.48
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.11753699999999999,2806,5284,8090,3891.75
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,3658.93
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.08148330000000001,830,6228,7058,3264.43
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.09454580000000001,841,6625,7466,3433.67
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.07277919999999999,795,6898,7693,3743.04
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,3293.15
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,3404.28
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,4111.6
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,3157.3
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,2753.55
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.8254549999999999,0.213009,87,1009,1096,1808.22
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,2182.01
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,2338.22
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,2320.78
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,2072.82
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,2407.1
675,2012-11-05,4,1,11,0,1,1,1,0.31916700000000003,0.308075,0.494167,0.236325,378,4881,5259,2246.8
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,2023.77
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,1953.75
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,2208.76
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.35541300000000003,0.540833,0.214558,709,5283,5992,2316.89
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.05784580000000001,2090,4446,6536,2554.23
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.6591670000000001,0.1275,2290,4562,6852,2725.47
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,3117.39
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,1763.6
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,2071.73
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.15298699999999998,320,5125,5445,1893.44
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,2340.0
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,2308.44
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.22761199999999998,922,3747,4669,2319.94
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,2208.74
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.38066700000000003,0.685,0.082725,534,5100,5634,2320.65
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,2358.24
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.05287080000000001,955,1470,2425,2413.21
693,2012-11-23,4,1,11,0,5,1,1,0.36833299999999997,0.378779,0.56875,0.148021,1603,2307,3910,2509.56
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.24874200000000002,0.40458299999999997,0.376871,532,1745,2277,2125.5
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,2151.96
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.33900399999999997,0.535417,0.04665,337,4750,5087,2243.93
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,1936.27
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.28976199999999996,0.50625,0.210821,198,5062,5260,2125.48
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.29842199999999997,0.555652,0.115522,243,5080,5323,1992.02
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.05847080000000001,362,5306,5668,2026.06
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.05970419999999999,951,4240,5191,2039.39
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.35920799999999997,0.823333,0.12437899999999999,892,3757,4649,2370.26
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.08272080000000001,555,5679,6234,3026.15
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.46905399999999997,0.73375,0.174129,551,6055,6606,3011.16
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,2947.72
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,1983.88
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.32195799999999997,0.764167,0.1306,349,4659,5008,1829.71
708,2012-12-08,4,1,12,0,6,0,2,0.38166700000000003,0.38950799999999997,0.91125,0.101379,1153,4429,5582,1924.89
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,2009.77
710,2012-12-10,4,1,12,0,1,1,2,0.43583299999999997,0.435575,0.925,0.190308,329,4841,5170,2780.88
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.5966670000000001,0.296037,282,5219,5501,1989.27
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,1882.71
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,2109.3
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.13122899999999998,429,5182,5611,1991.77
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,2294.97
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,2419.66
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,1971.36
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,2415.84
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.34216199999999997,0.625417,0.184092,333,4934,5267,2189.3
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,2056.85
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.37438299999999997,221,3402,3623,1839.71
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.23611300000000002,0.44125,0.407346,205,1544,1749,2061.69
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.13308299999999998,408,1379,1787,2036.84
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.07723039999999999,174,746,920,1821.51
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.29446500000000003,0.734783,0.168726,440,573,1013,1901.81
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,1393.39
727,2012-12-27,1,1,12,0,4,1,2,0.25416700000000003,0.226642,0.652917,0.35013299999999997,247,1867,2114,1687.82
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,1887.61
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.7529170000000001,0.124383,159,1182,1341,1846.04
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,1897.6
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,1793.57
